source_kind,model_id,model,condition,record_id,run_case_id,scenario_id,layer,task_type,status,valid,predicted_answerability,predicted_outcome,reference_answerability,reference_outcome,correct,selected_response_source
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0001,L1-0001::RAW,S001,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0002,L1-0002::RAW,S001,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0003,L1-0003::RAW,S001,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0004,L1-0004::RAW,S001,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0005,L1-0005::RAW,S001,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0006,L1-0006::RAW,S001,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0007,L1-0007::RAW,S001,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0008,L1-0008::RAW,S001,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0009,L1-0009::RAW,S002,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0010,L1-0010::RAW,S002,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0011,L1-0011::RAW,S002,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0012,L1-0012::RAW,S002,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0013,L1-0013::RAW,S003,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0014,L1-0014::RAW,S003,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0015,L1-0015::RAW,S003,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0016,L1-0016::RAW,S003,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0017,L1-0017::RAW,S004,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0018,L1-0018::RAW,S004,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0019,L1-0019::RAW,S004,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0020,L1-0020::RAW,S004,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0021,L1-0021::RAW,S005,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0022,L1-0022::RAW,S005,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0023,L1-0023::RAW,S005,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0024,L1-0024::RAW,S005,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0025,L1-0025::RAW,S005,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0026,L1-0026::RAW,S006,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0027,L1-0027::RAW,S006,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,APPROVE,ANSWERABLE,APPROVE,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0028,L1-0028::RAW,S006,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
validity_recovered,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW,L1-0029,L1-0029::RAW,S006,1,PRE_FLIGHT_AUTHORIZATION,OK,True,ANSWERABLE,REJECT,ANSWERABLE,REJECT,True,official
